assignment_id,experiment_name,user_id,variant,assigned_at
452,checkout_progress_indicator,452,treatment,2026-03-13 08:12:00
453,checkout_progress_indicator,453,control,2026-03-11 18:40:00
454,checkout_progress_indicator,454,treatment,2026-03-10 02:34:00
455,checkout_progress_indicator,455,control,2026-03-14 22:44:00
456,checkout_progress_indicator,456,control,2026-03-05 12:22:00
457,checkout_progress_indicator,457,treatment,2026-03-06 18:41:00
458,checkout_progress_indicator,458,control,2026-03-13 16:31:00
459,checkout_progress_indicator,459,control,2026-03-05 08:30:00
460,checkout_progress_indicator,460,treatment,2026-03-05 04:22:00
461,checkout_progress_indicator,461,control,2026-03-03 03:06:00
462,checkout_progress_indicator,462,control,2026-03-04 20:34:00
463,checkout_progress_indicator,463,control,2026-03-09 07:27:00
464,checkout_progress_indicator,464,control,2026-03-13 09:49:00
465,checkout_progress_indicator,465,control,2026-03-02 21:47:00
466,checkout_progress_indicator,466,control,2026-03-10 12:45:00
467,checkout_progress_indicator,467,control,2026-03-11 17:29:00
468,checkout_progress_indicator,468,control,2026-03-13 12:56:00
469,checkout_progress_indicator,469,control,2026-03-11 12:00:00
470,checkout_progress_indicator,470,treatment,2026-03-03 04:22:00
471,checkout_progress_indicator,471,treatment,2026-03-07 20:16:00
472,checkout_progress_indicator,472,control,2026-03-14 07:58:00
473,checkout_progress_indicator,473,control,2026-03-13 17:13:00
474,checkout_progress_indicator,474,treatment,2026-03-09 13:52:00
475,checkout_progress_indicator,475,treatment,2026-03-14 11:37:00
476,checkout_progress_indicator,476,control,2026-03-10 08:27:00
477,checkout_progress_indicator,477,control,2026-03-01 21:48:00
478,checkout_progress_indicator,478,control,2026-03-13 19:07:00
479,checkout_progress_indicator,479,treatment,2026-03-03 08:29:00
480,checkout_progress_indicator,480,treatment,2026-03-06 07:55:00
481,checkout_progress_indicator,481,treatment,2026-03-04 08:00:00
482,checkout_progress_indicator,482,control,2026-03-11 01:46:00
483,checkout_progress_indicator,483,control,2026-03-01 10:04:00
484,checkout_progress_indicator,484,control,2026-03-09 23:09:00
485,checkout_progress_indicator,485,control,2026-03-13 02:25:00
486,checkout_progress_indicator,486,control,2026-03-12 00:41:00
487,checkout_progress_indicator,487,treatment,2026-03-05 07:08:00
488,checkout_progress_indicator,488,control,2026-03-13 13:22:00
489,checkout_progress_indicator,489,treatment,2026-03-06 01:38:00
490,checkout_progress_indicator,490,control,2026-03-10 12:30:00
491,checkout_progress_indicator,491,control,2026-03-08 02:14:00
492,checkout_progress_indicator,492,treatment,2026-03-01 22:43:00
493,checkout_progress_indicator,493,treatment,2026-03-01 00:59:00
494,checkout_progress_indicator,494,control,2026-03-03 13:32:00
495,checkout_progress_indicator,495,treatment,2026-03-14 02:02:00
496,checkout_progress_indicator,496,control,2026-03-14 08:32:00
497,checkout_progress_indicator,497,control,2026-03-06 17:47:00
498,checkout_progress_indicator,498,control,2026-03-14 13:27:00
499,checkout_progress_indicator,499,control,2026-03-01 16:37:00
500,checkout_progress_indicator,500,treatment,2026-03-14 13:03:00
501,checkout_progress_indicator,501,control,2026-03-04 05:35:00
502,checkout_progress_indicator,502,treatment,2026-03-01 12:21:00
503,checkout_progress_indicator,503,treatment,2026-03-11 14:38:00
504,checkout_progress_indicator,504,control,2026-03-06 08:30:00
505,checkout_progress_indicator,505,control,2026-03-05 02:13:00
506,checkout_progress_indicator,506,control,2026-03-11 15:15:00
507,checkout_progress_indicator,507,treatment,2026-03-05 15:54:00
508,checkout_progress_indicator,508,treatment,2026-03-11 12:58:00
509,checkout_progress_indicator,509,treatment,2026-03-03 17:36:00
510,checkout_progress_indicator,510,control,2026-03-02 04:51:00
511,checkout_progress_indicator,511,control,2026-03-05 13:10:00
512,checkout_progress_indicator,512,treatment,2026-03-09 12:47:00
513,checkout_progress_indicator,513,control,2026-03-04 03:35:00
514,checkout_progress_indicator,514,treatment,2026-03-03 00:00:00
515,checkout_progress_indicator,515,control,2026-03-11 11:42:00
516,checkout_progress_indicator,516,control,2026-03-07 21:43:00
517,checkout_progress_indicator,517,treatment,2026-03-07 00:58:00
518,checkout_progress_indicator,518,control,2026-03-04 08:32:00
519,checkout_progress_indicator,519,treatment,2026-03-01 05:56:00
520,checkout_progress_indicator,520,control,2026-03-01 17:51:00
521,checkout_progress_indicator,521,treatment,2026-03-10 12:58:00
522,checkout_progress_indicator,522,treatment,2026-03-02 02:53:00
523,checkout_progress_indicator,523,treatment,2026-03-04 10:58:00
524,checkout_progress_indicator,524,treatment,2026-03-13 18:03:00
525,checkout_progress_indicator,525,treatment,2026-03-05 19:34:00
526,checkout_progress_indicator,526,treatment,2026-03-11 10:12:00
527,checkout_progress_indicator,527,control,2026-03-05 19:21:00
528,checkout_progress_indicator,528,control,2026-03-14 01:05:00
529,checkout_progress_indicator,529,treatment,2026-03-12 12:08:00
530,checkout_progress_indicator,530,control,2026-03-07 13:54:00
531,checkout_progress_indicator,531,control,2026-03-10 13:57:00
532,checkout_progress_indicator,532,treatment,2026-03-06 18:51:00
533,checkout_progress_indicator,533,control,2026-03-14 05:19:00
534,checkout_progress_indicator,534,treatment,2026-03-06 00:25:00
535,checkout_progress_indicator,535,treatment,2026-03-12 17:02:00
536,checkout_progress_indicator,536,control,2026-03-09 15:04:00
537,checkout_progress_indicator,537,treatment,2026-03-10 00:16:00
538,checkout_progress_indicator,538,control,2026-03-05 22:07:00
539,checkout_progress_indicator,539,treatment,2026-03-12 15:50:00
540,checkout_progress_indicator,540,treatment,2026-03-11 10:44:00
541,checkout_progress_indicator,541,control,2026-03-12 09:56:00
542,checkout_progress_indicator,542,control,2026-03-12 05:14:00
543,checkout_progress_indicator,543,control,2026-03-03 04:57:00
544,checkout_progress_indicator,544,control,2026-03-13 06:17:00
545,checkout_progress_indicator,545,control,2026-03-12 18:51:00
546,checkout_progress_indicator,546,treatment,2026-03-04 09:34:00
547,checkout_progress_indicator,547,control,2026-03-14 17:50:00
548,checkout_progress_indicator,548,treatment,2026-03-08 09:04:00
549,checkout_progress_indicator,549,control,2026-03-05 12:09:00
550,checkout_progress_indicator,550,treatment,2026-03-04 03:04:00
551,checkout_progress_indicator,551,control,2026-03-06 02:32:00
552,checkout_progress_indicator,552,control,2026-03-01 12:37:00
553,checkout_progress_indicator,553,treatment,2026-03-10 16:04:00
554,checkout_progress_indicator,554,control,2026-03-10 21:49:00
555,checkout_progress_indicator,555,treatment,2026-03-10 08:22:00
556,checkout_progress_indicator,556,control,2026-03-08 16:27:00
557,checkout_progress_indicator,557,treatment,2026-03-06 01:52:00
558,checkout_progress_indicator,558,treatment,2026-03-11 03:14:00
559,checkout_progress_indicator,559,treatment,2026-03-13 04:47:00
560,checkout_progress_indicator,560,control,2026-03-02 05:26:00
561,checkout_progress_indicator,561,control,2026-03-06 08:38:00
562,checkout_progress_indicator,562,control,2026-03-14 22:29:00
563,checkout_progress_indicator,563,control,2026-03-13 01:37:00
564,checkout_progress_indicator,564,control,2026-03-14 22:06:00
565,checkout_progress_indicator,565,treatment,2026-03-03 13:35:00
566,checkout_progress_indicator,566,treatment,2026-03-07 12:14:00
567,checkout_progress_indicator,567,treatment,2026-03-02 19:47:00
568,checkout_progress_indicator,568,control,2026-03-13 02:59:00
569,checkout_progress_indicator,569,control,2026-03-08 06:19:00
570,checkout_progress_indicator,570,treatment,2026-03-04 09:50:00
571,checkout_progress_indicator,571,control,2026-03-02 06:20:00
572,checkout_progress_indicator,572,control,2026-03-11 07:49:00
573,checkout_progress_indicator,573,control,2026-03-12 08:46:00
574,checkout_progress_indicator,574,treatment,2026-03-13 07:25:00
575,checkout_progress_indicator,575,treatment,2026-03-14 14:22:00
576,checkout_progress_indicator,576,control,2026-03-12 09:43:00
577,checkout_progress_indicator,577,control,2026-03-12 00:12:00
578,checkout_progress_indicator,578,control,2026-03-12 08:45:00
579,checkout_progress_indicator,579,control,2026-03-14 23:33:00
580,checkout_progress_indicator,580,treatment,2026-03-07 11:34:00
581,checkout_progress_indicator,581,control,2026-03-11 14:52:00
582,checkout_progress_indicator,582,treatment,2026-03-12 11:30:00
583,checkout_progress_indicator,583,control,2026-03-02 15:04:00
584,checkout_progress_indicator,584,control,2026-03-10 16:04:00
585,checkout_progress_indicator,585,treatment,2026-03-05 17:50:00
586,checkout_progress_indicator,586,control,2026-03-02 20:30:00
587,checkout_progress_indicator,587,treatment,2026-03-03 09:14:00
588,checkout_progress_indicator,588,control,2026-03-02 14:21:00
589,checkout_progress_indicator,589,treatment,2026-03-13 13:38:00
590,checkout_progress_indicator,590,control,2026-03-11 19:21:00
591,checkout_progress_indicator,591,control,2026-03-02 10:19:00
592,checkout_progress_indicator,592,treatment,2026-03-09 18:09:00
593,checkout_progress_indicator,593,control,2026-03-10 05:54:00
594,checkout_progress_indicator,594,control,2026-03-08 06:30:00
595,checkout_progress_indicator,595,treatment,2026-03-09 11:39:00
596,checkout_progress_indicator,596,treatment,2026-03-13 16:50:00
597,checkout_progress_indicator,597,treatment,2026-03-08 06:20:00
598,checkout_progress_indicator,598,treatment,2026-03-10 05:37:00
599,checkout_progress_indicator,599,treatment,2026-03-08 23:53:00
600,checkout_progress_indicator,600,treatment,2026-03-06 13:06:00
601,checkout_progress_indicator,601,treatment,2026-03-13 11:19:00
602,checkout_progress_indicator,602,control,2026-03-06 19:04:00
603,checkout_progress_indicator,603,control,2026-03-12 04:47:00
604,checkout_progress_indicator,604,treatment,2026-03-09 11:21:00
605,checkout_progress_indicator,605,treatment,2026-03-10 14:08:00
606,checkout_progress_indicator,606,control,2026-03-11 15:27:00
607,checkout_progress_indicator,607,control,2026-03-11 07:16:00
608,checkout_progress_indicator,608,control,2026-03-08 21:37:00
609,checkout_progress_indicator,609,treatment,2026-03-09 14:48:00
610,checkout_progress_indicator,610,treatment,2026-03-08 02:56:00
611,checkout_progress_indicator,611,control,2026-03-05 17:56:00
612,checkout_progress_indicator,612,treatment,2026-03-11 04:14:00
613,checkout_progress_indicator,613,treatment,2026-03-13 07:18:00
614,checkout_progress_indicator,614,treatment,2026-03-10 20:58:00
615,checkout_progress_indicator,615,control,2026-03-11 19:26:00
616,checkout_progress_indicator,616,treatment,2026-03-12 14:59:00
617,checkout_progress_indicator,617,treatment,2026-03-06 03:25:00
618,checkout_progress_indicator,618,treatment,2026-03-01 21:01:00
619,checkout_progress_indicator,619,control,2026-03-05 17:25:00
620,checkout_progress_indicator,620,treatment,2026-03-11 13:39:00
621,checkout_progress_indicator,621,treatment,2026-03-12 10:04:00
622,checkout_progress_indicator,622,control,2026-03-08 04:37:00
623,checkout_progress_indicator,623,control,2026-03-11 21:36:00
624,checkout_progress_indicator,624,treatment,2026-03-02 01:05:00
625,checkout_progress_indicator,625,treatment,2026-03-10 00:25:00
626,checkout_progress_indicator,626,control,2026-03-10 12:08:00
627,checkout_progress_indicator,627,control,2026-03-08 02:38:00
628,checkout_progress_indicator,628,control,2026-03-11 00:45:00
629,checkout_progress_indicator,629,treatment,2026-03-07 21:07:00
630,checkout_progress_indicator,630,treatment,2026-03-08 07:56:00
631,checkout_progress_indicator,631,control,2026-03-09 10:55:00
632,checkout_progress_indicator,632,control,2026-03-12 02:42:00
633,checkout_progress_indicator,633,control,2026-03-04 11:33:00
634,checkout_progress_indicator,634,control,2026-03-05 04:53:00
635,checkout_progress_indicator,635,treatment,2026-03-06 20:43:00
636,checkout_progress_indicator,636,control,2026-03-03 19:50:00
637,checkout_progress_indicator,637,control,2026-03-05 16:17:00
638,checkout_progress_indicator,638,control,2026-03-05 21:50:00
639,checkout_progress_indicator,639,control,2026-03-05 09:35:00
640,checkout_progress_indicator,640,treatment,2026-03-06 17:46:00
641,checkout_progress_indicator,641,treatment,2026-03-08 01:36:00
642,checkout_progress_indicator,642,treatment,2026-03-10 17:50:00
643,checkout_progress_indicator,643,control,2026-03-05 05:47:00
644,checkout_progress_indicator,644,treatment,2026-03-12 20:05:00
645,checkout_progress_indicator,645,control,2026-03-07 17:05:00
646,checkout_progress_indicator,646,treatment,2026-03-11 02:13:00
647,checkout_progress_indicator,647,treatment,2026-03-02 14:34:00
648,checkout_progress_indicator,648,control,2026-03-03 10:27:00
649,checkout_progress_indicator,649,treatment,2026-03-07 08:23:00
650,checkout_progress_indicator,650,control,2026-03-06 03:02:00
651,checkout_progress_indicator,651,treatment,2026-03-07 22:41:00
652,checkout_progress_indicator,652,control,2026-03-03 05:13:00
653,checkout_progress_indicator,653,control,2026-03-07 15:07:00
654,checkout_progress_indicator,654,control,2026-03-10 14:44:00
655,checkout_progress_indicator,655,control,2026-03-11 04:45:00
656,checkout_progress_indicator,656,control,2026-03-04 11:23:00
657,checkout_progress_indicator,657,control,2026-03-05 19:43:00
658,checkout_progress_indicator,658,treatment,2026-03-08 08:31:00
659,checkout_progress_indicator,659,control,2026-03-08 06:02:00
660,checkout_progress_indicator,660,control,2026-03-12 02:03:00
661,checkout_progress_indicator,661,treatment,2026-03-06 11:08:00
662,checkout_progress_indicator,662,treatment,2026-03-10 09:26:00
663,checkout_progress_indicator,663,control,2026-03-13 08:56:00
664,checkout_progress_indicator,664,control,2026-03-05 04:15:00
665,checkout_progress_indicator,665,treatment,2026-03-12 12:31:00
666,checkout_progress_indicator,666,treatment,2026-03-05 15:50:00
667,checkout_progress_indicator,667,control,2026-03-05 16:21:00
668,checkout_progress_indicator,668,treatment,2026-03-10 03:31:00
669,checkout_progress_indicator,669,control,2026-03-09 16:55:00
670,checkout_progress_indicator,670,control,2026-03-08 16:37:00
671,checkout_progress_indicator,671,treatment,2026-03-04 05:41:00
672,checkout_progress_indicator,672,treatment,2026-03-02 08:23:00
673,checkout_progress_indicator,673,treatment,2026-03-13 17:24:00
674,checkout_progress_indicator,674,control,2026-03-13 05:39:00
675,checkout_progress_indicator,675,control,2026-03-13 09:55:00
676,checkout_progress_indicator,676,control,2026-03-08 04:14:00
677,checkout_progress_indicator,677,control,2026-03-13 09:12:00
678,checkout_progress_indicator,678,control,2026-03-07 15:02:00
679,checkout_progress_indicator,679,treatment,2026-03-02 01:22:00
680,checkout_progress_indicator,680,treatment,2026-03-03 18:40:00
681,checkout_progress_indicator,681,treatment,2026-03-04 19:35:00
682,checkout_progress_indicator,682,control,2026-03-06 06:40:00
683,checkout_progress_indicator,683,control,2026-03-14 03:31:00
684,checkout_progress_indicator,684,treatment,2026-03-05 15:49:00
685,checkout_progress_indicator,685,control,2026-03-09 13:50:00
686,checkout_progress_indicator,686,treatment,2026-03-04 18:58:00
687,checkout_progress_indicator,687,control,2026-03-10 00:08:00
688,checkout_progress_indicator,688,treatment,2026-03-08 22:38:00
689,checkout_progress_indicator,689,treatment,2026-03-03 02:32:00
690,checkout_progress_indicator,690,treatment,2026-03-07 11:19:00
691,checkout_progress_indicator,691,treatment,2026-03-02 11:24:00
692,checkout_progress_indicator,692,treatment,2026-03-13 10:46:00
693,checkout_progress_indicator,693,control,2026-03-10 20:35:00
694,checkout_progress_indicator,694,treatment,2026-03-14 04:17:00
695,checkout_progress_indicator,695,treatment,2026-03-13 06:12:00
696,checkout_progress_indicator,696,treatment,2026-03-04 01:44:00
697,checkout_progress_indicator,697,control,2026-03-10 21:37:00
698,checkout_progress_indicator,698,control,2026-03-02 09:38:00
699,checkout_progress_indicator,699,treatment,2026-03-14 10:45:00
700,checkout_progress_indicator,700,treatment,2026-03-11 23:52:00
701,checkout_progress_indicator,701,control,2026-03-10 12:38:00
702,checkout_progress_indicator,702,control,2026-03-14 22:16:00
703,checkout_progress_indicator,703,control,2026-03-12 20:33:00
704,checkout_progress_indicator,704,control,2026-03-13 02:10:00
705,checkout_progress_indicator,705,control,2026-03-02 09:38:00
706,checkout_progress_indicator,706,control,2026-03-01 07:57:00
707,checkout_progress_indicator,707,control,2026-03-14 10:55:00
708,checkout_progress_indicator,708,treatment,2026-03-04 12:25:00
709,checkout_progress_indicator,709,control,2026-03-06 23:16:00
710,checkout_progress_indicator,710,control,2026-03-01 14:33:00
711,checkout_progress_indicator,711,control,2026-03-09 17:20:00
712,checkout_progress_indicator,712,control,2026-03-12 11:46:00
713,checkout_progress_indicator,713,treatment,2026-03-12 18:49:00
714,checkout_progress_indicator,714,treatment,2026-03-09 03:21:00
715,checkout_progress_indicator,715,control,2026-03-10 06:12:00
716,checkout_progress_indicator,716,control,2026-03-08 04:36:00
717,checkout_progress_indicator,717,control,2026-03-07 05:54:00
718,checkout_progress_indicator,718,control,2026-03-08 18:17:00
719,checkout_progress_indicator,719,control,2026-03-14 02:27:00
720,checkout_progress_indicator,720,control,2026-03-04 12:49:00
721,checkout_progress_indicator,721,control,2026-03-07 13:59:00
722,checkout_progress_indicator,722,treatment,2026-03-09 10:09:00
723,checkout_progress_indicator,723,control,2026-03-08 23:34:00
724,checkout_progress_indicator,724,control,2026-03-01 10:18:00
725,checkout_progress_indicator,725,control,2026-03-05 00:32:00
726,checkout_progress_indicator,726,control,2026-03-10 01:03:00
727,checkout_progress_indicator,727,control,2026-03-10 17:12:00
728,checkout_progress_indicator,728,control,2026-03-11 06:46:00
729,checkout_progress_indicator,729,control,2026-03-14 21:06:00
730,checkout_progress_indicator,730,control,2026-03-10 10:08:00
731,checkout_progress_indicator,731,treatment,2026-03-09 02:46:00
732,checkout_progress_indicator,732,treatment,2026-03-05 15:35:00
733,checkout_progress_indicator,733,control,2026-03-06 04:27:00
734,checkout_progress_indicator,734,control,2026-03-12 13:37:00
735,checkout_progress_indicator,735,treatment,2026-03-07 13:29:00
736,checkout_progress_indicator,736,treatment,2026-03-11 00:25:00
737,checkout_progress_indicator,737,control,2026-03-02 17:42:00
738,checkout_progress_indicator,738,control,2026-03-02 19:06:00
739,checkout_progress_indicator,739,control,2026-03-04 00:23:00
740,checkout_progress_indicator,740,treatment,2026-03-03 17:34:00
741,checkout_progress_indicator,741,control,2026-03-09 11:56:00
742,checkout_progress_indicator,742,control,2026-03-09 22:04:00
743,checkout_progress_indicator,743,control,2026-03-08 19:27:00
744,checkout_progress_indicator,744,control,2026-03-05 01:14:00
745,checkout_progress_indicator,745,control,2026-03-09 01:45:00
746,checkout_progress_indicator,746,treatment,2026-03-02 16:07:00
747,checkout_progress_indicator,747,treatment,2026-03-07 14:52:00
748,checkout_progress_indicator,748,control,2026-03-03 04:04:00
749,checkout_progress_indicator,749,control,2026-03-02 01:47:00
750,checkout_progress_indicator,750,treatment,2026-03-03 07:38:00
751,checkout_progress_indicator,751,control,2026-03-02 13:20:00
752,checkout_progress_indicator,752,control,2026-03-07 16:32:00
753,checkout_progress_indicator,753,control,2026-03-08 15:23:00
754,checkout_progress_indicator,754,treatment,2026-03-09 12:04:00
755,checkout_progress_indicator,755,treatment,2026-03-07 03:44:00
756,checkout_progress_indicator,756,treatment,2026-03-03 11:16:00
757,checkout_progress_indicator,757,treatment,2026-03-01 07:01:00
758,checkout_progress_indicator,758,control,2026-03-10 23:23:00
759,checkout_progress_indicator,759,control,2026-03-14 18:12:00
760,checkout_progress_indicator,760,control,2026-03-04 22:25:00
761,checkout_progress_indicator,761,treatment,2026-03-03 20:46:00
762,checkout_progress_indicator,762,treatment,2026-03-05 08:41:00
763,checkout_progress_indicator,763,control,2026-03-04 00:02:00
764,checkout_progress_indicator,764,treatment,2026-03-04 03:05:00
765,checkout_progress_indicator,765,control,2026-03-07 22:09:00
766,checkout_progress_indicator,766,control,2026-03-11 23:49:00
767,checkout_progress_indicator,767,control,2026-03-10 23:19:00
768,checkout_progress_indicator,768,treatment,2026-03-14 10:29:00
769,checkout_progress_indicator,769,treatment,2026-03-06 00:04:00
770,checkout_progress_indicator,770,control,2026-03-07 21:28:00
771,checkout_progress_indicator,771,treatment,2026-03-06 07:47:00
772,checkout_progress_indicator,772,treatment,2026-03-01 14:07:00
773,checkout_progress_indicator,773,treatment,2026-03-06 10:32:00
774,checkout_progress_indicator,774,treatment,2026-03-04 15:33:00
775,checkout_progress_indicator,775,control,2026-03-07 16:51:00
776,checkout_progress_indicator,776,treatment,2026-03-03 05:06:00
777,checkout_progress_indicator,777,treatment,2026-03-11 09:11:00
778,checkout_progress_indicator,778,treatment,2026-03-12 19:10:00
779,checkout_progress_indicator,779,control,2026-03-14 10:49:00
780,checkout_progress_indicator,780,treatment,2026-03-02 04:30:00
781,checkout_progress_indicator,781,treatment,2026-03-02 15:31:00
782,checkout_progress_indicator,782,control,2026-03-14 12:44:00
783,checkout_progress_indicator,783,treatment,2026-03-12 21:00:00
784,checkout_progress_indicator,784,control,2026-03-09 05:44:00
785,checkout_progress_indicator,785,control,2026-03-05 12:02:00
786,checkout_progress_indicator,786,control,2026-03-08 05:57:00
787,checkout_progress_indicator,787,treatment,2026-03-08 11:58:00
788,checkout_progress_indicator,788,treatment,2026-03-12 20:42:00
789,checkout_progress_indicator,789,control,2026-03-08 09:52:00
790,checkout_progress_indicator,790,treatment,2026-03-01 09:15:00
791,checkout_progress_indicator,791,control,2026-03-10 19:03:00
792,checkout_progress_indicator,792,control,2026-03-11 21:07:00
793,checkout_progress_indicator,793,treatment,2026-03-05 04:09:00
794,checkout_progress_indicator,794,treatment,2026-03-02 15:10:00
795,checkout_progress_indicator,795,treatment,2026-03-02 23:46:00
796,checkout_progress_indicator,796,treatment,2026-03-12 18:30:00
797,checkout_progress_indicator,797,treatment,2026-03-07 06:22:00
798,checkout_progress_indicator,798,control,2026-03-08 09:48:00
799,checkout_progress_indicator,799,control,2026-03-14 10:46:00
800,checkout_progress_indicator,800,control,2026-03-01 20:32:00
801,checkout_progress_indicator,801,treatment,2026-03-03 21:11:00
802,checkout_progress_indicator,802,treatment,2026-03-12 15:58:00
803,checkout_progress_indicator,803,treatment,2026-03-08 13:29:00
804,checkout_progress_indicator,804,control,2026-03-01 09:10:00
805,checkout_progress_indicator,805,control,2026-03-10 20:10:00
806,checkout_progress_indicator,806,treatment,2026-03-02 22:29:00
807,checkout_progress_indicator,807,treatment,2026-03-11 22:48:00
808,checkout_progress_indicator,808,control,2026-03-12 04:04:00
809,checkout_progress_indicator,809,control,2026-03-12 13:00:00
810,checkout_progress_indicator,810,control,2026-03-07 12:11:00
811,checkout_progress_indicator,811,control,2026-03-04 17:59:00
812,checkout_progress_indicator,812,control,2026-03-13 08:08:00
813,checkout_progress_indicator,813,control,2026-03-08 19:44:00
814,checkout_progress_indicator,814,treatment,2026-03-09 21:30:00
815,checkout_progress_indicator,815,control,2026-03-02 21:52:00
816,checkout_progress_indicator,816,control,2026-03-09 17:30:00
817,checkout_progress_indicator,817,control,2026-03-09 02:54:00
818,checkout_progress_indicator,818,treatment,2026-03-05 02:11:00
819,checkout_progress_indicator,819,control,2026-03-11 17:39:00
820,checkout_progress_indicator,820,control,2026-03-02 20:54:00
821,checkout_progress_indicator,821,control,2026-03-11 01:42:00
822,checkout_progress_indicator,822,treatment,2026-03-14 10:57:00
823,checkout_progress_indicator,823,treatment,2026-03-08 22:35:00
824,checkout_progress_indicator,824,control,2026-03-02 11:12:00
825,checkout_progress_indicator,825,control,2026-03-08 17:54:00
826,checkout_progress_indicator,826,control,2026-03-08 09:44:00
827,checkout_progress_indicator,827,treatment,2026-03-08 17:32:00
828,checkout_progress_indicator,828,treatment,2026-03-04 19:34:00
829,checkout_progress_indicator,829,control,2026-03-09 18:21:00
830,checkout_progress_indicator,830,control,2026-03-04 16:45:00
831,checkout_progress_indicator,831,treatment,2026-03-08 19:26:00
832,checkout_progress_indicator,832,treatment,2026-03-09 07:46:00
833,checkout_progress_indicator,833,control,2026-03-10 01:00:00
834,checkout_progress_indicator,834,control,2026-03-12 04:06:00
835,checkout_progress_indicator,835,control,2026-03-13 08:31:00
836,checkout_progress_indicator,836,treatment,2026-03-11 21:07:00
837,checkout_progress_indicator,837,treatment,2026-03-12 03:24:00
838,checkout_progress_indicator,838,treatment,2026-03-13 03:55:00
839,checkout_progress_indicator,839,treatment,2026-03-04 09:28:00
840,checkout_progress_indicator,840,control,2026-03-05 02:24:00
841,checkout_progress_indicator,841,control,2026-03-08 11:06:00
842,checkout_progress_indicator,842,control,2026-03-07 12:29:00
843,checkout_progress_indicator,843,treatment,2026-03-10 19:54:00
844,checkout_progress_indicator,844,treatment,2026-03-01 03:08:00
845,checkout_progress_indicator,845,control,2026-03-02 22:41:00
846,checkout_progress_indicator,846,control,2026-03-11 10:56:00
847,checkout_progress_indicator,847,treatment,2026-03-12 12:10:00
848,checkout_progress_indicator,848,treatment,2026-03-05 05:35:00
849,checkout_progress_indicator,849,treatment,2026-03-05 08:28:00
850,checkout_progress_indicator,850,control,2026-03-08 20:39:00
851,checkout_progress_indicator,851,treatment,2026-03-07 16:18:00
852,checkout_progress_indicator,852,treatment,2026-03-03 08:53:00
853,checkout_progress_indicator,853,treatment,2026-03-08 00:09:00
854,checkout_progress_indicator,854,treatment,2026-03-12 11:19:00
855,checkout_progress_indicator,855,treatment,2026-03-11 05:07:00
856,checkout_progress_indicator,856,treatment,2026-03-12 10:36:00
857,checkout_progress_indicator,857,treatment,2026-03-10 00:19:00
858,checkout_progress_indicator,858,control,2026-03-13 06:49:00
859,checkout_progress_indicator,859,control,2026-03-04 11:56:00
860,checkout_progress_indicator,860,treatment,2026-03-01 15:26:00
861,checkout_progress_indicator,861,treatment,2026-03-02 14:19:00
862,checkout_progress_indicator,862,control,2026-03-14 21:27:00
863,checkout_progress_indicator,863,control,2026-03-09 23:12:00
864,checkout_progress_indicator,864,treatment,2026-03-04 11:15:00
865,checkout_progress_indicator,865,treatment,2026-03-12 22:58:00
866,checkout_progress_indicator,866,treatment,2026-03-05 07:58:00
867,checkout_progress_indicator,867,control,2026-03-09 08:41:00
868,checkout_progress_indicator,868,treatment,2026-03-04 11:46:00
869,checkout_progress_indicator,869,treatment,2026-03-02 07:52:00
870,checkout_progress_indicator,870,control,2026-03-04 17:53:00
871,checkout_progress_indicator,871,control,2026-03-04 04:39:00
872,checkout_progress_indicator,872,treatment,2026-03-08 17:41:00
873,checkout_progress_indicator,873,control,2026-03-01 06:57:00
874,checkout_progress_indicator,874,treatment,2026-03-04 08:34:00
875,checkout_progress_indicator,875,treatment,2026-03-08 22:46:00
876,checkout_progress_indicator,876,treatment,2026-03-06 12:18:00
877,checkout_progress_indicator,877,control,2026-03-09 21:40:00
878,checkout_progress_indicator,878,treatment,2026-03-10 04:17:00
879,checkout_progress_indicator,879,control,2026-03-14 12:21:00
880,checkout_progress_indicator,880,treatment,2026-03-12 16:54:00
881,checkout_progress_indicator,881,control,2026-03-04 04:40:00
882,checkout_progress_indicator,882,treatment,2026-03-10 16:45:00
883,checkout_progress_indicator,883,treatment,2026-03-09 18:45:00
884,checkout_progress_indicator,884,control,2026-03-09 07:41:00
885,checkout_progress_indicator,885,control,2026-03-12 04:27:00
886,checkout_progress_indicator,886,treatment,2026-03-03 01:38:00
887,checkout_progress_indicator,887,control,2026-03-06 06:03:00
888,checkout_progress_indicator,888,control,2026-03-12 10:12:00
889,checkout_progress_indicator,889,control,2026-03-13 11:46:00
890,checkout_progress_indicator,890,treatment,2026-03-01 12:31:00
891,checkout_progress_indicator,891,treatment,2026-03-07 14:24:00
892,checkout_progress_indicator,892,control,2026-03-04 16:46:00
893,checkout_progress_indicator,893,treatment,2026-03-03 08:25:00
894,checkout_progress_indicator,894,control,2026-03-01 19:10:00
895,checkout_progress_indicator,895,control,2026-03-08 12:47:00
896,checkout_progress_indicator,896,control,2026-03-10 08:15:00
897,checkout_progress_indicator,897,control,2026-03-08 10:30:00
898,checkout_progress_indicator,898,control,2026-03-06 03:46:00
899,checkout_progress_indicator,899,treatment,2026-03-11 19:09:00
900,checkout_progress_indicator,900,control,2026-03-10 03:05:00
901,checkout_progress_indicator,901,treatment,2026-03-13 17:13:00
902,checkout_progress_indicator,902,control,2026-03-05 20:36:00
903,checkout_progress_indicator,903,control,2026-03-04 08:17:00
