user_id,signup_date,segment,device,region,acquisition_channel
670,2026-02-11,returning,web,south,organic
671,2026-01-31,new,ios,midwest,organic
672,2025-12-19,returning,android,south,organic
673,2026-01-02,power,web,south,organic
674,2025-12-16,returning,ios,south,organic
675,2026-02-19,returning,web,midwest,lifecycle
676,2025-12-16,returning,web,south,lifecycle
677,2026-02-08,power,web,south,organic
678,2026-01-19,returning,android,northeast,organic
679,2026-01-24,new,web,midwest,paid_search
680,2026-02-09,returning,android,south,paid_search
681,2026-02-15,new,web,northeast,partner
682,2025-12-23,new,web,northeast,paid_search
683,2025-12-16,new,web,west,organic
684,2025-12-23,returning,ios,midwest,organic
685,2026-01-31,returning,ios,west,paid_search
686,2026-01-23,returning,ios,midwest,paid_search
687,2025-12-20,returning,android,west,organic
688,2025-12-31,power,android,midwest,lifecycle
689,2026-01-21,returning,android,west,organic
690,2026-02-04,returning,android,south,organic
691,2026-01-08,new,web,northeast,paid_search
692,2026-02-19,power,web,south,organic
693,2026-02-22,new,ios,northeast,paid_search
694,2026-02-06,new,web,northeast,organic
695,2026-01-15,power,android,northeast,partner
696,2026-02-14,returning,android,west,organic
697,2026-02-03,returning,ios,northeast,organic
698,2026-01-20,returning,web,west,paid_search
699,2026-01-15,returning,web,south,paid_search
700,2026-02-11,new,web,northeast,organic
701,2026-01-22,new,web,midwest,lifecycle
702,2025-12-27,new,web,south,paid_search
703,2026-02-22,new,ios,south,organic
704,2025-12-19,power,android,northeast,partner
705,2026-02-01,new,android,midwest,paid_search
706,2026-01-29,returning,web,south,paid_search
707,2026-01-25,returning,ios,northeast,organic
708,2025-12-18,returning,android,west,partner
709,2026-01-18,returning,web,west,organic
710,2026-02-15,returning,ios,midwest,partner
711,2025-12-31,power,web,northeast,lifecycle
712,2026-02-01,returning,android,west,partner
713,2026-02-13,power,web,west,lifecycle
714,2026-02-19,power,web,west,partner
715,2026-01-20,returning,ios,northeast,lifecycle
716,2026-01-05,new,web,west,lifecycle
717,2026-02-01,returning,ios,south,partner
718,2026-01-18,new,android,northeast,lifecycle
719,2026-01-27,returning,android,west,lifecycle
720,2026-02-04,power,web,south,organic
721,2026-02-02,returning,ios,south,organic
722,2025-12-31,returning,ios,northeast,organic
723,2026-02-05,new,web,south,lifecycle
724,2026-01-21,power,android,south,organic
725,2026-02-18,new,android,west,lifecycle
726,2026-01-30,new,ios,midwest,lifecycle
727,2026-02-15,new,ios,northeast,lifecycle
728,2026-02-21,new,web,west,paid_search
729,2026-02-22,returning,ios,south,partner
730,2026-02-05,returning,android,northeast,partner
731,2026-01-25,new,web,west,lifecycle
732,2025-12-23,new,ios,west,lifecycle
733,2026-01-11,new,web,south,organic
734,2026-01-17,returning,ios,south,organic
735,2026-02-07,new,web,west,paid_search
736,2026-01-25,returning,web,south,lifecycle
737,2026-01-14,new,web,west,paid_search
738,2025-12-25,new,ios,south,partner
739,2026-02-03,returning,android,midwest,lifecycle
740,2026-01-14,returning,web,south,organic
741,2025-12-17,new,ios,west,paid_search
742,2026-01-03,new,ios,northeast,paid_search
743,2026-02-14,power,ios,west,lifecycle
744,2025-12-23,new,web,midwest,organic
745,2026-01-12,returning,web,south,paid_search
746,2026-01-19,returning,android,northeast,partner
747,2025-12-20,new,web,west,paid_search
748,2025-12-26,returning,android,west,lifecycle
749,2026-02-18,returning,android,south,organic
750,2026-01-25,power,android,west,paid_search
751,2025-12-29,new,android,west,paid_search
752,2025-12-26,new,ios,midwest,organic
753,2026-01-13,new,web,northeast,organic
754,2026-02-03,returning,web,west,partner
755,2026-02-04,returning,ios,northeast,organic
756,2025-12-28,new,android,northeast,organic
757,2026-02-03,new,ios,northeast,paid_search
758,2026-02-15,power,web,midwest,paid_search
759,2025-12-30,new,web,midwest,lifecycle
760,2025-12-16,returning,web,south,paid_search
761,2026-02-20,returning,ios,midwest,lifecycle
762,2026-01-20,new,ios,northeast,organic
763,2026-02-07,new,ios,west,paid_search
764,2026-01-06,new,ios,west,paid_search
765,2026-01-04,power,ios,west,paid_search
766,2025-12-30,new,ios,northeast,lifecycle
767,2025-12-30,new,web,south,organic
768,2026-01-17,new,ios,midwest,organic
769,2025-12-22,new,ios,northeast,partner
770,2026-02-11,returning,web,northeast,organic
771,2026-01-19,new,android,west,lifecycle
772,2026-02-17,returning,web,northeast,lifecycle
773,2026-01-19,returning,android,northeast,partner
774,2026-01-05,power,web,west,lifecycle
775,2026-01-20,new,android,midwest,lifecycle
776,2025-12-25,power,android,south,organic
777,2026-02-10,returning,web,midwest,partner
778,2026-02-03,new,android,south,paid_search
779,2025-12-25,returning,ios,west,partner
780,2026-01-24,power,android,west,lifecycle
781,2026-01-21,new,ios,west,paid_search
782,2025-12-29,power,web,west,lifecycle
783,2025-12-23,returning,ios,midwest,lifecycle
784,2026-02-06,returning,ios,south,paid_search
785,2026-01-02,power,ios,west,organic
786,2026-01-20,returning,web,midwest,lifecycle
787,2026-01-01,power,ios,midwest,lifecycle
788,2026-01-29,new,android,south,paid_search
789,2025-12-18,returning,web,northeast,organic
790,2026-01-09,returning,ios,south,partner
791,2026-01-22,new,web,northeast,paid_search
792,2026-01-14,returning,ios,west,organic
793,2026-01-26,new,ios,midwest,paid_search
794,2025-12-27,new,android,northeast,paid_search
795,2026-01-14,new,web,northeast,organic
796,2026-02-05,returning,ios,south,partner
797,2026-01-07,new,android,midwest,partner
798,2025-12-25,new,ios,south,partner
799,2026-02-12,returning,android,midwest,organic
800,2026-02-07,returning,android,midwest,paid_search
801,2026-01-31,returning,android,northeast,paid_search
802,2026-02-08,new,android,south,paid_search
803,2026-02-07,power,ios,west,organic
804,2026-02-05,returning,android,midwest,paid_search
805,2026-01-19,new,android,west,paid_search
806,2025-12-16,new,android,west,paid_search
807,2026-01-25,returning,ios,west,partner
808,2026-01-03,new,android,midwest,organic
809,2026-02-07,returning,android,west,lifecycle
810,2026-01-16,power,ios,west,lifecycle
811,2026-02-16,new,ios,west,organic
812,2026-01-25,new,android,northeast,paid_search
813,2026-01-22,power,web,midwest,organic
814,2026-02-17,returning,ios,west,paid_search
815,2026-01-17,new,web,west,organic
816,2026-01-10,power,android,south,organic
817,2026-01-10,power,web,west,organic
818,2026-02-14,returning,android,midwest,paid_search
819,2026-02-05,returning,android,south,partner
820,2025-12-26,new,android,northeast,lifecycle
821,2026-01-18,new,web,west,partner
822,2026-01-09,returning,android,midwest,organic
823,2026-01-29,new,android,west,organic
824,2025-12-18,returning,android,northeast,paid_search
825,2026-02-02,power,web,northeast,partner
826,2026-02-04,new,ios,midwest,organic
827,2025-12-30,returning,android,south,paid_search
828,2025-12-25,new,android,west,organic
829,2026-01-27,power,web,northeast,lifecycle
830,2026-01-01,new,android,midwest,organic
831,2026-02-18,returning,android,west,organic
832,2026-02-07,returning,web,south,organic
833,2026-02-19,returning,android,south,organic
834,2026-01-21,returning,ios,northeast,organic
835,2026-02-18,returning,ios,midwest,organic
836,2025-12-15,returning,ios,midwest,organic
837,2026-01-04,returning,ios,midwest,partner
838,2025-12-15,power,android,west,paid_search
839,2026-01-31,returning,web,south,lifecycle
840,2026-01-19,returning,web,west,organic
841,2026-01-04,new,ios,northeast,partner
842,2026-01-05,returning,android,south,partner
843,2026-01-29,returning,ios,south,partner
844,2025-12-27,returning,web,west,organic
845,2026-01-20,new,ios,west,lifecycle
846,2026-01-26,power,android,midwest,organic
847,2025-12-31,returning,ios,west,partner
848,2025-12-30,returning,android,west,partner
849,2026-01-08,new,android,midwest,paid_search
850,2026-01-25,power,web,south,organic
851,2026-01-01,new,ios,south,organic
852,2026-01-10,new,web,south,paid_search
853,2026-01-22,power,android,northeast,organic
854,2025-12-28,power,web,west,organic
855,2026-01-23,new,web,midwest,organic
856,2025-12-24,returning,web,northeast,paid_search
857,2025-12-24,returning,ios,midwest,lifecycle
858,2025-12-31,power,ios,south,organic
859,2026-01-04,returning,ios,midwest,partner
860,2025-12-17,returning,ios,south,paid_search
861,2026-02-20,returning,android,south,organic
862,2026-01-05,returning,web,south,paid_search
863,2026-02-09,returning,web,west,partner
864,2026-02-16,returning,android,west,organic
865,2026-02-09,new,android,south,lifecycle
866,2026-02-11,power,web,west,organic
867,2025-12-22,power,web,south,organic
868,2026-01-10,returning,ios,south,paid_search
869,2026-02-05,new,android,northeast,organic
870,2026-01-24,new,web,west,organic
871,2025-12-15,returning,ios,midwest,organic
872,2026-01-23,new,android,south,paid_search
873,2026-02-09,power,web,west,paid_search
874,2026-02-11,returning,web,west,paid_search
875,2026-01-10,returning,web,west,lifecycle
876,2025-12-31,power,web,west,organic
877,2026-01-05,returning,ios,west,paid_search
878,2026-01-04,new,ios,south,lifecycle
879,2026-01-08,returning,android,south,paid_search
880,2026-01-05,returning,android,west,organic
881,2026-01-16,returning,android,west,partner
882,2025-12-17,returning,android,west,lifecycle
883,2026-01-03,power,android,south,partner
884,2026-01-06,returning,web,west,organic
885,2025-12-25,new,ios,south,lifecycle
886,2026-02-14,returning,ios,west,paid_search
887,2026-01-31,returning,ios,west,lifecycle
888,2026-02-16,new,ios,northeast,lifecycle
889,2026-01-23,new,web,west,lifecycle
890,2025-12-22,returning,android,west,paid_search
891,2026-02-16,new,ios,west,paid_search
892,2026-01-16,power,web,northeast,partner
893,2026-01-31,new,android,midwest,organic
894,2026-01-10,new,ios,midwest,organic
895,2026-01-18,returning,ios,northeast,lifecycle
896,2026-01-18,power,ios,west,organic
897,2026-01-03,new,android,northeast,organic
898,2026-01-22,new,ios,west,organic
899,2026-02-04,new,ios,midwest,paid_search
900,2025-12-16,returning,ios,south,paid_search
901,2025-12-24,returning,android,south,paid_search
902,2026-02-11,new,ios,northeast,lifecycle
903,2026-01-23,new,web,west,partner
904,2026-02-21,returning,ios,northeast,organic
905,2026-01-26,power,android,south,organic
906,2026-01-29,returning,android,midwest,partner
907,2026-02-15,returning,android,northeast,lifecycle
908,2026-01-30,new,ios,west,lifecycle
909,2026-01-07,new,web,northeast,organic
910,2026-01-20,new,web,south,lifecycle
911,2025-12-31,returning,ios,midwest,organic
912,2026-01-07,power,ios,west,organic
913,2026-01-31,power,web,south,lifecycle
914,2025-12-25,power,android,midwest,organic
915,2026-01-31,power,ios,south,organic
916,2026-01-24,power,ios,west,organic
917,2026-01-05,new,android,west,organic
918,2025-12-18,new,web,northeast,organic
919,2026-02-02,new,android,west,partner
920,2026-02-10,returning,web,midwest,organic
921,2026-02-04,new,android,northeast,paid_search
922,2026-01-13,power,ios,west,lifecycle
923,2026-01-29,returning,android,west,organic
924,2026-01-13,returning,ios,midwest,lifecycle
925,2026-01-09,new,ios,west,paid_search
926,2026-01-06,new,ios,midwest,organic
927,2025-12-29,new,ios,midwest,organic
928,2026-02-20,power,web,midwest,lifecycle
929,2026-01-30,returning,ios,south,paid_search
930,2025-12-27,returning,android,midwest,lifecycle
931,2026-02-13,new,android,midwest,organic
932,2025-12-25,returning,android,west,organic
933,2026-01-25,returning,web,south,organic
934,2025-12-26,returning,web,northeast,paid_search
935,2026-01-09,returning,web,midwest,organic
936,2026-01-30,new,ios,south,paid_search
937,2026-02-22,power,android,west,organic
938,2026-02-22,new,android,west,partner
939,2026-02-15,power,ios,west,organic
940,2025-12-31,new,ios,west,paid_search
941,2025-12-21,new,ios,northeast,paid_search
942,2026-02-16,power,android,west,paid_search
943,2026-02-17,new,android,northeast,paid_search
944,2026-01-03,returning,ios,west,organic
945,2025-12-16,returning,web,west,paid_search
946,2026-01-29,new,web,south,lifecycle
947,2025-12-20,returning,ios,west,paid_search
948,2025-12-17,power,web,northeast,paid_search
949,2026-02-18,power,ios,northeast,lifecycle
950,2026-01-18,new,web,northeast,organic
951,2025-12-22,returning,web,west,organic
952,2026-01-29,new,ios,midwest,lifecycle
953,2026-01-09,new,web,west,lifecycle
954,2026-01-21,new,web,northeast,partner
955,2026-02-15,power,web,south,paid_search
956,2025-12-31,power,web,south,organic
957,2026-01-29,returning,android,west,lifecycle
958,2026-02-10,returning,ios,west,lifecycle
959,2026-01-13,returning,web,west,paid_search
960,2026-02-20,returning,android,northeast,organic
961,2026-01-15,returning,android,northeast,organic
962,2026-01-16,returning,android,northeast,paid_search
963,2026-02-14,new,android,west,partner
964,2026-01-28,new,ios,midwest,paid_search
965,2026-02-13,power,web,west,organic
966,2026-02-08,returning,ios,south,paid_search
967,2026-02-02,power,web,west,organic
968,2025-12-31,new,web,west,paid_search
969,2026-01-11,returning,android,south,organic
970,2026-02-13,new,android,west,paid_search
971,2026-01-27,new,ios,south,lifecycle
972,2026-01-03,new,web,midwest,paid_search
973,2026-01-06,new,web,west,organic
974,2026-02-07,power,android,northeast,paid_search
975,2025-12-27,new,ios,south,paid_search
976,2025-12-22,returning,ios,northeast,paid_search
977,2026-02-06,returning,android,midwest,paid_search
978,2026-01-04,returning,web,midwest,paid_search
979,2026-02-06,returning,web,midwest,organic
980,2026-01-21,new,ios,northeast,partner
981,2026-02-22,power,web,midwest,paid_search
982,2026-01-20,power,android,west,organic
983,2026-02-13,returning,web,west,organic
984,2026-02-12,returning,ios,midwest,paid_search
985,2025-12-29,new,android,west,organic
986,2026-02-22,power,web,west,paid_search
987,2026-02-05,returning,ios,west,paid_search
988,2025-12-22,new,android,south,organic
989,2025-12-15,returning,web,west,lifecycle
990,2026-01-02,returning,ios,midwest,lifecycle
991,2025-12-16,returning,ios,northeast,lifecycle
992,2026-01-09,returning,android,northeast,organic
993,2026-02-22,returning,ios,west,paid_search
994,2026-01-17,new,ios,south,organic
995,2025-12-16,power,android,south,paid_search
996,2026-01-18,returning,web,south,paid_search
997,2025-12-30,returning,ios,midwest,paid_search
998,2026-02-12,new,ios,west,organic
999,2025-12-21,power,web,northeast,organic
1000,2026-02-06,new,android,west,paid_search
