exposure_id,experiment_name,user_id,variant,surface,exposed_at
400,checkout_progress_indicator,400,treatment,checkout,2026-03-01 18:02:00
401,checkout_progress_indicator,401,control,checkout,2026-03-05 20:15:00
402,checkout_progress_indicator,402,control,checkout,2026-03-12 12:45:00
403,checkout_progress_indicator,403,control,checkout,2026-03-01 14:51:00
404,checkout_progress_indicator,404,treatment,checkout,2026-03-02 08:39:00
405,checkout_progress_indicator,405,treatment,checkout,2026-03-12 16:09:00
406,checkout_progress_indicator,406,treatment,checkout,2026-03-01 21:15:00
407,checkout_progress_indicator,407,treatment,checkout,2026-03-14 10:22:00
408,checkout_progress_indicator,408,control,checkout,2026-03-11 14:53:00
409,checkout_progress_indicator,409,treatment,checkout,2026-03-10 07:28:00
410,checkout_progress_indicator,410,control,checkout,2026-03-08 12:12:00
411,checkout_progress_indicator,411,control,checkout,2026-03-02 06:01:00
412,checkout_progress_indicator,412,control,checkout,2026-03-06 19:17:00
413,checkout_progress_indicator,413,control,checkout,2026-03-12 07:24:00
414,checkout_progress_indicator,414,treatment,checkout,2026-03-13 15:41:00
415,checkout_progress_indicator,415,control,checkout,2026-03-07 06:11:00
416,checkout_progress_indicator,416,treatment,checkout,2026-03-12 18:00:00
417,checkout_progress_indicator,417,treatment,checkout,2026-03-11 20:56:00
418,checkout_progress_indicator,418,treatment,checkout,2026-03-01 19:21:00
419,checkout_progress_indicator,419,treatment,checkout,2026-03-09 16:22:00
420,checkout_progress_indicator,420,control,checkout,2026-03-09 15:00:00
421,checkout_progress_indicator,421,control,checkout,2026-03-08 14:24:00
422,checkout_progress_indicator,422,control,checkout,2026-03-11 19:28:00
423,checkout_progress_indicator,423,control,checkout,2026-03-13 10:52:00
424,checkout_progress_indicator,424,treatment,checkout,2026-03-08 16:57:00
425,checkout_progress_indicator,425,control,checkout,2026-03-05 11:39:00
426,checkout_progress_indicator,426,control,checkout,2026-03-14 18:17:00
427,checkout_progress_indicator,427,control,checkout,2026-03-14 11:46:00
428,checkout_progress_indicator,428,control,checkout,2026-03-10 14:30:00
429,checkout_progress_indicator,429,treatment,checkout,2026-03-09 23:15:00
430,checkout_progress_indicator,430,control,checkout,2026-03-02 10:59:00
431,checkout_progress_indicator,431,treatment,checkout,2026-03-06 14:56:00
432,checkout_progress_indicator,432,treatment,checkout,2026-03-03 18:37:00
433,checkout_progress_indicator,433,treatment,checkout,2026-03-08 05:00:00
434,checkout_progress_indicator,434,control,checkout,2026-03-12 13:37:00
435,checkout_progress_indicator,435,treatment,checkout,2026-03-04 03:26:00
436,checkout_progress_indicator,436,control,checkout,2026-03-14 22:54:00
437,checkout_progress_indicator,437,control,checkout,2026-03-02 19:31:00
438,checkout_progress_indicator,438,treatment,checkout,2026-03-02 09:02:00
439,checkout_progress_indicator,439,treatment,checkout,2026-03-14 15:25:00
440,checkout_progress_indicator,440,control,checkout,2026-03-02 09:42:00
441,checkout_progress_indicator,441,treatment,checkout,2026-03-11 07:01:00
442,checkout_progress_indicator,442,control,checkout,2026-03-11 16:29:00
443,checkout_progress_indicator,443,treatment,checkout,2026-03-05 14:54:00
444,checkout_progress_indicator,444,treatment,checkout,2026-03-01 21:37:00
445,checkout_progress_indicator,445,treatment,checkout,2026-03-05 07:39:00
446,checkout_progress_indicator,446,treatment,checkout,2026-03-01 23:02:00
447,checkout_progress_indicator,447,treatment,checkout,2026-03-10 09:52:00
448,checkout_progress_indicator,448,treatment,checkout,2026-03-13 10:38:00
449,checkout_progress_indicator,449,treatment,checkout,2026-03-14 23:01:00
450,checkout_progress_indicator,450,treatment,checkout,2026-03-12 04:57:00
451,checkout_progress_indicator,451,control,checkout,2026-03-11 20:16:00
452,checkout_progress_indicator,452,treatment,checkout,2026-03-13 08:12:00
453,checkout_progress_indicator,453,control,checkout,2026-03-11 18:40:00
454,checkout_progress_indicator,454,treatment,checkout,2026-03-10 02:34:00
455,checkout_progress_indicator,455,control,checkout,2026-03-14 22:44:00
456,checkout_progress_indicator,456,control,checkout,2026-03-05 12:22:00
457,checkout_progress_indicator,457,treatment,checkout,2026-03-06 18:41:00
458,checkout_progress_indicator,458,control,checkout,2026-03-13 16:31:00
459,checkout_progress_indicator,459,control,checkout,2026-03-05 08:30:00
460,checkout_progress_indicator,460,treatment,checkout,2026-03-05 04:22:00
461,checkout_progress_indicator,461,control,checkout,2026-03-03 03:06:00
462,checkout_progress_indicator,462,control,checkout,2026-03-04 20:34:00
463,checkout_progress_indicator,463,control,checkout,2026-03-09 07:27:00
464,checkout_progress_indicator,464,control,checkout,2026-03-13 09:49:00
465,checkout_progress_indicator,465,control,checkout,2026-03-02 21:47:00
466,checkout_progress_indicator,466,control,checkout,2026-03-10 12:45:00
467,checkout_progress_indicator,467,control,checkout,2026-03-11 17:29:00
468,checkout_progress_indicator,468,control,checkout,2026-03-13 12:56:00
469,checkout_progress_indicator,469,control,checkout,2026-03-11 12:00:00
470,checkout_progress_indicator,470,treatment,checkout,2026-03-03 04:22:00
471,checkout_progress_indicator,471,treatment,checkout,2026-03-07 20:16:00
472,checkout_progress_indicator,472,control,checkout,2026-03-14 07:58:00
473,checkout_progress_indicator,473,control,checkout,2026-03-13 17:13:00
474,checkout_progress_indicator,474,treatment,checkout,2026-03-09 13:52:00
475,checkout_progress_indicator,475,treatment,checkout,2026-03-14 11:37:00
476,checkout_progress_indicator,476,control,checkout,2026-03-10 08:27:00
477,checkout_progress_indicator,477,control,checkout,2026-03-01 21:48:00
478,checkout_progress_indicator,478,control,checkout,2026-03-13 19:07:00
479,checkout_progress_indicator,479,treatment,checkout,2026-03-03 08:29:00
480,checkout_progress_indicator,480,treatment,checkout,2026-03-06 07:55:00
481,checkout_progress_indicator,481,treatment,checkout,2026-03-04 08:00:00
482,checkout_progress_indicator,482,control,checkout,2026-03-11 01:46:00
483,checkout_progress_indicator,483,control,checkout,2026-03-01 10:04:00
484,checkout_progress_indicator,484,control,checkout,2026-03-09 23:09:00
485,checkout_progress_indicator,485,control,checkout,2026-03-13 02:25:00
486,checkout_progress_indicator,486,control,checkout,2026-03-12 00:41:00
487,checkout_progress_indicator,487,treatment,checkout,2026-03-05 07:08:00
488,checkout_progress_indicator,488,control,checkout,2026-03-13 13:22:00
489,checkout_progress_indicator,489,treatment,checkout,2026-03-06 01:38:00
490,checkout_progress_indicator,490,control,checkout,2026-03-10 12:30:00
491,checkout_progress_indicator,491,control,checkout,2026-03-08 02:14:00
492,checkout_progress_indicator,492,treatment,checkout,2026-03-01 22:43:00
493,checkout_progress_indicator,493,treatment,checkout,2026-03-01 00:59:00
494,checkout_progress_indicator,494,control,checkout,2026-03-03 13:32:00
495,checkout_progress_indicator,495,treatment,checkout,2026-03-14 02:02:00
496,checkout_progress_indicator,496,control,checkout,2026-03-14 08:32:00
497,checkout_progress_indicator,497,control,checkout,2026-03-06 17:47:00
498,checkout_progress_indicator,498,control,checkout,2026-03-14 13:27:00
499,checkout_progress_indicator,499,control,checkout,2026-03-01 16:37:00
500,checkout_progress_indicator,500,treatment,checkout,2026-03-14 13:03:00
501,checkout_progress_indicator,501,control,checkout,2026-03-04 05:35:00
502,checkout_progress_indicator,502,treatment,checkout,2026-03-01 12:21:00
503,checkout_progress_indicator,503,treatment,checkout,2026-03-11 14:38:00
504,checkout_progress_indicator,504,control,checkout,2026-03-06 08:30:00
505,checkout_progress_indicator,505,control,checkout,2026-03-05 02:13:00
506,checkout_progress_indicator,506,control,checkout,2026-03-11 15:15:00
507,checkout_progress_indicator,507,treatment,checkout,2026-03-05 15:54:00
508,checkout_progress_indicator,508,treatment,checkout,2026-03-11 12:58:00
509,checkout_progress_indicator,509,treatment,checkout,2026-03-03 17:36:00
510,checkout_progress_indicator,510,control,checkout,2026-03-02 04:51:00
511,checkout_progress_indicator,511,control,checkout,2026-03-05 13:10:00
512,checkout_progress_indicator,512,treatment,checkout,2026-03-09 12:47:00
513,checkout_progress_indicator,513,control,checkout,2026-03-04 03:35:00
514,checkout_progress_indicator,514,treatment,checkout,2026-03-03 00:00:00
515,checkout_progress_indicator,515,control,checkout,2026-03-11 11:42:00
516,checkout_progress_indicator,516,control,checkout,2026-03-07 21:43:00
517,checkout_progress_indicator,517,treatment,checkout,2026-03-07 00:58:00
518,checkout_progress_indicator,518,control,checkout,2026-03-04 08:32:00
519,checkout_progress_indicator,519,treatment,checkout,2026-03-01 05:56:00
520,checkout_progress_indicator,520,control,checkout,2026-03-01 17:51:00
521,checkout_progress_indicator,521,treatment,checkout,2026-03-10 12:58:00
522,checkout_progress_indicator,522,treatment,checkout,2026-03-02 02:53:00
523,checkout_progress_indicator,523,treatment,checkout,2026-03-04 10:58:00
524,checkout_progress_indicator,524,treatment,checkout,2026-03-13 18:03:00
525,checkout_progress_indicator,525,treatment,checkout,2026-03-05 19:34:00
526,checkout_progress_indicator,526,treatment,checkout,2026-03-11 10:12:00
527,checkout_progress_indicator,527,control,checkout,2026-03-05 19:21:00
528,checkout_progress_indicator,528,control,checkout,2026-03-14 01:05:00
529,checkout_progress_indicator,529,treatment,checkout,2026-03-12 12:08:00
530,checkout_progress_indicator,530,control,checkout,2026-03-07 13:54:00
531,checkout_progress_indicator,531,control,checkout,2026-03-10 13:57:00
532,checkout_progress_indicator,532,treatment,checkout,2026-03-06 18:51:00
533,checkout_progress_indicator,533,control,checkout,2026-03-14 05:19:00
534,checkout_progress_indicator,534,treatment,checkout,2026-03-06 00:25:00
535,checkout_progress_indicator,535,treatment,checkout,2026-03-12 17:02:00
536,checkout_progress_indicator,536,control,checkout,2026-03-09 15:04:00
537,checkout_progress_indicator,537,treatment,checkout,2026-03-10 00:16:00
538,checkout_progress_indicator,538,control,checkout,2026-03-05 22:07:00
539,checkout_progress_indicator,539,treatment,checkout,2026-03-12 15:50:00
540,checkout_progress_indicator,540,treatment,checkout,2026-03-11 10:44:00
541,checkout_progress_indicator,541,control,checkout,2026-03-12 09:56:00
542,checkout_progress_indicator,542,control,checkout,2026-03-12 05:14:00
543,checkout_progress_indicator,543,control,checkout,2026-03-03 04:57:00
544,checkout_progress_indicator,544,control,checkout,2026-03-13 06:17:00
545,checkout_progress_indicator,545,control,checkout,2026-03-12 18:51:00
546,checkout_progress_indicator,546,treatment,checkout,2026-03-04 09:34:00
547,checkout_progress_indicator,547,control,checkout,2026-03-14 17:50:00
548,checkout_progress_indicator,548,treatment,checkout,2026-03-08 09:04:00
549,checkout_progress_indicator,549,control,checkout,2026-03-05 12:09:00
550,checkout_progress_indicator,550,treatment,checkout,2026-03-04 03:04:00
551,checkout_progress_indicator,551,control,checkout,2026-03-06 02:32:00
552,checkout_progress_indicator,552,control,checkout,2026-03-01 12:37:00
553,checkout_progress_indicator,553,treatment,checkout,2026-03-10 16:04:00
554,checkout_progress_indicator,554,control,checkout,2026-03-10 21:49:00
555,checkout_progress_indicator,555,treatment,checkout,2026-03-10 08:22:00
556,checkout_progress_indicator,556,control,checkout,2026-03-08 16:27:00
557,checkout_progress_indicator,557,treatment,checkout,2026-03-06 01:52:00
558,checkout_progress_indicator,558,treatment,checkout,2026-03-11 03:14:00
559,checkout_progress_indicator,559,treatment,checkout,2026-03-13 04:47:00
560,checkout_progress_indicator,560,control,checkout,2026-03-02 05:26:00
561,checkout_progress_indicator,561,control,checkout,2026-03-06 08:38:00
562,checkout_progress_indicator,562,control,checkout,2026-03-14 22:29:00
563,checkout_progress_indicator,563,control,checkout,2026-03-13 01:37:00
564,checkout_progress_indicator,564,control,checkout,2026-03-14 22:06:00
565,checkout_progress_indicator,565,treatment,checkout,2026-03-03 13:35:00
566,checkout_progress_indicator,566,treatment,checkout,2026-03-07 12:14:00
567,checkout_progress_indicator,567,treatment,checkout,2026-03-02 19:47:00
568,checkout_progress_indicator,568,control,checkout,2026-03-13 02:59:00
569,checkout_progress_indicator,569,control,checkout,2026-03-08 06:19:00
570,checkout_progress_indicator,570,treatment,checkout,2026-03-04 09:50:00
571,checkout_progress_indicator,571,control,checkout,2026-03-02 06:20:00
572,checkout_progress_indicator,572,control,checkout,2026-03-11 07:49:00
573,checkout_progress_indicator,573,control,checkout,2026-03-12 08:46:00
574,checkout_progress_indicator,574,treatment,checkout,2026-03-13 07:25:00
575,checkout_progress_indicator,575,treatment,checkout,2026-03-14 14:22:00
576,checkout_progress_indicator,576,control,checkout,2026-03-12 09:43:00
577,checkout_progress_indicator,577,control,checkout,2026-03-12 00:12:00
578,checkout_progress_indicator,578,control,checkout,2026-03-12 08:45:00
579,checkout_progress_indicator,579,control,checkout,2026-03-14 23:33:00
580,checkout_progress_indicator,580,treatment,checkout,2026-03-07 11:34:00
581,checkout_progress_indicator,581,control,checkout,2026-03-11 14:52:00
582,checkout_progress_indicator,582,treatment,checkout,2026-03-12 11:30:00
583,checkout_progress_indicator,583,control,checkout,2026-03-02 15:04:00
584,checkout_progress_indicator,584,control,checkout,2026-03-10 16:04:00
585,checkout_progress_indicator,585,treatment,checkout,2026-03-05 17:50:00
586,checkout_progress_indicator,586,control,checkout,2026-03-02 20:30:00
587,checkout_progress_indicator,587,treatment,checkout,2026-03-03 09:14:00
588,checkout_progress_indicator,588,control,checkout,2026-03-02 14:21:00
589,checkout_progress_indicator,589,treatment,checkout,2026-03-13 13:38:00
590,checkout_progress_indicator,590,control,checkout,2026-03-11 19:21:00
591,checkout_progress_indicator,591,control,checkout,2026-03-02 10:19:00
592,checkout_progress_indicator,592,treatment,checkout,2026-03-09 18:09:00
593,checkout_progress_indicator,593,control,checkout,2026-03-10 05:54:00
594,checkout_progress_indicator,594,control,checkout,2026-03-08 06:30:00
595,checkout_progress_indicator,595,treatment,checkout,2026-03-09 11:39:00
596,checkout_progress_indicator,596,treatment,checkout,2026-03-13 16:50:00
597,checkout_progress_indicator,597,treatment,checkout,2026-03-08 06:20:00
598,checkout_progress_indicator,598,treatment,checkout,2026-03-10 05:37:00
599,checkout_progress_indicator,599,treatment,checkout,2026-03-08 23:53:00
600,checkout_progress_indicator,600,treatment,checkout,2026-03-06 13:06:00
601,checkout_progress_indicator,601,treatment,checkout,2026-03-13 11:19:00
602,checkout_progress_indicator,602,control,checkout,2026-03-06 19:04:00
603,checkout_progress_indicator,603,control,checkout,2026-03-12 04:47:00
604,checkout_progress_indicator,604,treatment,checkout,2026-03-09 11:21:00
605,checkout_progress_indicator,605,treatment,checkout,2026-03-10 14:08:00
606,checkout_progress_indicator,606,control,checkout,2026-03-11 15:27:00
607,checkout_progress_indicator,607,control,checkout,2026-03-11 07:16:00
608,checkout_progress_indicator,608,control,checkout,2026-03-08 21:37:00
609,checkout_progress_indicator,609,treatment,checkout,2026-03-09 14:48:00
610,checkout_progress_indicator,610,treatment,checkout,2026-03-08 02:56:00
611,checkout_progress_indicator,611,control,checkout,2026-03-05 17:56:00
612,checkout_progress_indicator,612,treatment,checkout,2026-03-11 04:14:00
613,checkout_progress_indicator,613,treatment,checkout,2026-03-13 07:18:00
614,checkout_progress_indicator,614,treatment,checkout,2026-03-10 20:58:00
615,checkout_progress_indicator,615,control,checkout,2026-03-11 19:26:00
616,checkout_progress_indicator,616,treatment,checkout,2026-03-12 14:59:00
617,checkout_progress_indicator,617,treatment,checkout,2026-03-06 03:25:00
618,checkout_progress_indicator,618,treatment,checkout,2026-03-01 21:01:00
619,checkout_progress_indicator,619,control,checkout,2026-03-05 17:25:00
620,checkout_progress_indicator,620,treatment,checkout,2026-03-11 13:39:00
621,checkout_progress_indicator,621,treatment,checkout,2026-03-12 10:04:00
622,checkout_progress_indicator,622,control,checkout,2026-03-08 04:37:00
623,checkout_progress_indicator,623,control,checkout,2026-03-11 21:36:00
624,checkout_progress_indicator,624,treatment,checkout,2026-03-02 01:05:00
625,checkout_progress_indicator,625,treatment,checkout,2026-03-10 00:25:00
626,checkout_progress_indicator,626,control,checkout,2026-03-10 12:08:00
627,checkout_progress_indicator,627,control,checkout,2026-03-08 02:38:00
628,checkout_progress_indicator,628,control,checkout,2026-03-11 00:45:00
629,checkout_progress_indicator,629,treatment,checkout,2026-03-07 21:07:00
630,checkout_progress_indicator,630,treatment,checkout,2026-03-08 07:56:00
631,checkout_progress_indicator,631,control,checkout,2026-03-09 10:55:00
632,checkout_progress_indicator,632,control,checkout,2026-03-12 02:42:00
633,checkout_progress_indicator,633,control,checkout,2026-03-04 11:33:00
634,checkout_progress_indicator,634,control,checkout,2026-03-05 04:53:00
635,checkout_progress_indicator,635,treatment,checkout,2026-03-06 20:43:00
636,checkout_progress_indicator,636,control,checkout,2026-03-03 19:50:00
637,checkout_progress_indicator,637,control,checkout,2026-03-05 16:17:00
638,checkout_progress_indicator,638,control,checkout,2026-03-05 21:50:00
639,checkout_progress_indicator,639,control,checkout,2026-03-05 09:35:00
640,checkout_progress_indicator,640,treatment,checkout,2026-03-06 17:46:00
641,checkout_progress_indicator,641,treatment,checkout,2026-03-08 01:36:00
642,checkout_progress_indicator,642,treatment,checkout,2026-03-10 17:50:00
643,checkout_progress_indicator,643,control,checkout,2026-03-05 05:47:00
644,checkout_progress_indicator,644,treatment,checkout,2026-03-12 20:05:00
645,checkout_progress_indicator,645,control,checkout,2026-03-07 17:05:00
646,checkout_progress_indicator,646,treatment,checkout,2026-03-11 02:13:00
647,checkout_progress_indicator,647,treatment,checkout,2026-03-02 14:34:00
648,checkout_progress_indicator,648,control,checkout,2026-03-03 10:27:00
649,checkout_progress_indicator,649,treatment,checkout,2026-03-07 08:23:00
650,checkout_progress_indicator,650,control,checkout,2026-03-06 03:02:00
651,checkout_progress_indicator,651,treatment,checkout,2026-03-07 22:41:00
652,checkout_progress_indicator,652,control,checkout,2026-03-03 05:13:00
653,checkout_progress_indicator,653,control,checkout,2026-03-07 15:07:00
654,checkout_progress_indicator,654,control,checkout,2026-03-10 14:44:00
655,checkout_progress_indicator,655,control,checkout,2026-03-11 04:45:00
656,checkout_progress_indicator,656,control,checkout,2026-03-04 11:23:00
657,checkout_progress_indicator,657,control,checkout,2026-03-05 19:43:00
658,checkout_progress_indicator,658,treatment,checkout,2026-03-08 08:31:00
659,checkout_progress_indicator,659,control,checkout,2026-03-08 06:02:00
660,checkout_progress_indicator,660,control,checkout,2026-03-12 02:03:00
661,checkout_progress_indicator,661,treatment,checkout,2026-03-06 11:08:00
662,checkout_progress_indicator,662,treatment,checkout,2026-03-10 09:26:00
663,checkout_progress_indicator,663,control,checkout,2026-03-13 08:56:00
664,checkout_progress_indicator,664,control,checkout,2026-03-05 04:15:00
665,checkout_progress_indicator,665,treatment,checkout,2026-03-12 12:31:00
666,checkout_progress_indicator,666,treatment,checkout,2026-03-05 15:50:00
667,checkout_progress_indicator,667,control,checkout,2026-03-05 16:21:00
668,checkout_progress_indicator,668,treatment,checkout,2026-03-10 03:31:00
669,checkout_progress_indicator,669,control,checkout,2026-03-09 16:55:00
670,checkout_progress_indicator,670,control,checkout,2026-03-08 16:37:00
671,checkout_progress_indicator,671,treatment,checkout,2026-03-04 05:41:00
672,checkout_progress_indicator,672,treatment,checkout,2026-03-02 08:23:00
673,checkout_progress_indicator,673,treatment,checkout,2026-03-13 17:24:00
674,checkout_progress_indicator,674,control,checkout,2026-03-13 05:39:00
675,checkout_progress_indicator,675,control,checkout,2026-03-13 09:55:00
676,checkout_progress_indicator,676,control,checkout,2026-03-08 04:14:00
677,checkout_progress_indicator,677,control,checkout,2026-03-13 09:12:00
678,checkout_progress_indicator,678,control,checkout,2026-03-07 15:02:00
679,checkout_progress_indicator,679,treatment,checkout,2026-03-02 01:22:00
680,checkout_progress_indicator,680,treatment,checkout,2026-03-03 18:40:00
681,checkout_progress_indicator,681,treatment,checkout,2026-03-04 19:35:00
682,checkout_progress_indicator,682,control,checkout,2026-03-06 06:40:00
683,checkout_progress_indicator,683,control,checkout,2026-03-14 03:31:00
684,checkout_progress_indicator,684,treatment,checkout,2026-03-05 15:49:00
685,checkout_progress_indicator,685,control,checkout,2026-03-09 13:50:00
686,checkout_progress_indicator,686,treatment,checkout,2026-03-04 18:58:00
687,checkout_progress_indicator,687,control,checkout,2026-03-10 00:08:00
688,checkout_progress_indicator,688,treatment,checkout,2026-03-08 22:38:00
689,checkout_progress_indicator,689,treatment,checkout,2026-03-03 02:32:00
690,checkout_progress_indicator,690,treatment,checkout,2026-03-07 11:19:00
691,checkout_progress_indicator,691,treatment,checkout,2026-03-02 11:24:00
692,checkout_progress_indicator,692,treatment,checkout,2026-03-13 10:46:00
693,checkout_progress_indicator,693,control,checkout,2026-03-10 20:35:00
694,checkout_progress_indicator,694,treatment,checkout,2026-03-14 04:17:00
695,checkout_progress_indicator,695,treatment,checkout,2026-03-13 06:12:00
696,checkout_progress_indicator,696,treatment,checkout,2026-03-04 01:44:00
697,checkout_progress_indicator,697,control,checkout,2026-03-10 21:37:00
698,checkout_progress_indicator,698,control,checkout,2026-03-02 09:38:00
699,checkout_progress_indicator,699,treatment,checkout,2026-03-14 10:45:00
700,checkout_progress_indicator,700,treatment,checkout,2026-03-11 23:52:00
701,checkout_progress_indicator,701,control,checkout,2026-03-10 12:38:00
702,checkout_progress_indicator,702,control,checkout,2026-03-14 22:16:00
703,checkout_progress_indicator,703,control,checkout,2026-03-12 20:33:00
704,checkout_progress_indicator,704,control,checkout,2026-03-13 02:10:00
705,checkout_progress_indicator,705,control,checkout,2026-03-02 09:38:00
706,checkout_progress_indicator,706,control,checkout,2026-03-01 07:57:00
707,checkout_progress_indicator,707,control,checkout,2026-03-14 10:55:00
708,checkout_progress_indicator,708,treatment,checkout,2026-03-04 12:25:00
709,checkout_progress_indicator,709,control,checkout,2026-03-06 23:16:00
710,checkout_progress_indicator,710,control,checkout,2026-03-01 14:33:00
711,checkout_progress_indicator,711,control,checkout,2026-03-09 17:20:00
712,checkout_progress_indicator,712,control,checkout,2026-03-12 11:46:00
713,checkout_progress_indicator,713,treatment,checkout,2026-03-12 18:49:00
714,checkout_progress_indicator,714,treatment,checkout,2026-03-09 03:21:00
715,checkout_progress_indicator,715,control,checkout,2026-03-10 06:12:00
716,checkout_progress_indicator,716,control,checkout,2026-03-08 04:36:00
717,checkout_progress_indicator,717,control,checkout,2026-03-07 05:54:00
718,checkout_progress_indicator,718,control,checkout,2026-03-08 18:17:00
719,checkout_progress_indicator,719,control,checkout,2026-03-14 02:27:00
720,checkout_progress_indicator,720,control,checkout,2026-03-04 12:49:00
721,checkout_progress_indicator,721,control,checkout,2026-03-07 13:59:00
722,checkout_progress_indicator,722,treatment,checkout,2026-03-09 10:09:00
723,checkout_progress_indicator,723,control,checkout,2026-03-08 23:34:00
724,checkout_progress_indicator,724,control,checkout,2026-03-01 10:18:00
725,checkout_progress_indicator,725,control,checkout,2026-03-05 00:32:00
726,checkout_progress_indicator,726,control,checkout,2026-03-10 01:03:00
727,checkout_progress_indicator,727,control,checkout,2026-03-10 17:12:00
728,checkout_progress_indicator,728,control,checkout,2026-03-11 06:46:00
729,checkout_progress_indicator,729,control,checkout,2026-03-14 21:06:00
730,checkout_progress_indicator,730,control,checkout,2026-03-10 10:08:00
731,checkout_progress_indicator,731,treatment,checkout,2026-03-09 02:46:00
732,checkout_progress_indicator,732,treatment,checkout,2026-03-05 15:35:00
733,checkout_progress_indicator,733,control,checkout,2026-03-06 04:27:00
734,checkout_progress_indicator,734,control,checkout,2026-03-12 13:37:00
735,checkout_progress_indicator,735,treatment,checkout,2026-03-07 13:29:00
736,checkout_progress_indicator,736,treatment,checkout,2026-03-11 00:25:00
737,checkout_progress_indicator,737,control,checkout,2026-03-02 17:42:00
738,checkout_progress_indicator,738,control,checkout,2026-03-02 19:06:00
739,checkout_progress_indicator,739,control,checkout,2026-03-04 00:23:00
740,checkout_progress_indicator,740,treatment,checkout,2026-03-03 17:34:00
741,checkout_progress_indicator,741,control,checkout,2026-03-09 11:56:00
742,checkout_progress_indicator,742,control,checkout,2026-03-09 22:04:00
743,checkout_progress_indicator,743,control,checkout,2026-03-08 19:27:00
744,checkout_progress_indicator,744,control,checkout,2026-03-05 01:14:00
745,checkout_progress_indicator,745,control,checkout,2026-03-09 01:45:00
746,checkout_progress_indicator,746,treatment,checkout,2026-03-02 16:07:00
747,checkout_progress_indicator,747,treatment,checkout,2026-03-07 14:52:00
748,checkout_progress_indicator,748,control,checkout,2026-03-03 04:04:00
749,checkout_progress_indicator,749,control,checkout,2026-03-02 01:47:00
750,checkout_progress_indicator,750,treatment,checkout,2026-03-03 07:38:00
751,checkout_progress_indicator,751,control,checkout,2026-03-02 13:20:00
752,checkout_progress_indicator,752,control,checkout,2026-03-07 16:32:00
753,checkout_progress_indicator,753,control,checkout,2026-03-08 15:23:00
754,checkout_progress_indicator,754,treatment,checkout,2026-03-09 12:04:00
755,checkout_progress_indicator,755,treatment,checkout,2026-03-07 03:44:00
756,checkout_progress_indicator,756,treatment,checkout,2026-03-03 11:16:00
757,checkout_progress_indicator,757,treatment,checkout,2026-03-01 07:01:00
758,checkout_progress_indicator,758,control,checkout,2026-03-10 23:23:00
759,checkout_progress_indicator,759,control,checkout,2026-03-14 18:12:00
760,checkout_progress_indicator,760,control,checkout,2026-03-04 22:25:00
761,checkout_progress_indicator,761,treatment,checkout,2026-03-03 20:46:00
762,checkout_progress_indicator,762,treatment,checkout,2026-03-05 08:41:00
763,checkout_progress_indicator,763,control,checkout,2026-03-04 00:02:00
764,checkout_progress_indicator,764,treatment,checkout,2026-03-04 03:05:00
765,checkout_progress_indicator,765,control,checkout,2026-03-07 22:09:00
766,checkout_progress_indicator,766,control,checkout,2026-03-11 23:49:00
767,checkout_progress_indicator,767,control,checkout,2026-03-10 23:19:00
768,checkout_progress_indicator,768,treatment,checkout,2026-03-14 10:29:00
769,checkout_progress_indicator,769,treatment,checkout,2026-03-06 00:04:00
770,checkout_progress_indicator,770,control,checkout,2026-03-07 21:28:00
771,checkout_progress_indicator,771,treatment,checkout,2026-03-06 07:47:00
772,checkout_progress_indicator,772,treatment,checkout,2026-03-01 14:07:00
773,checkout_progress_indicator,773,treatment,checkout,2026-03-06 10:32:00
774,checkout_progress_indicator,774,treatment,checkout,2026-03-04 15:33:00
775,checkout_progress_indicator,775,control,checkout,2026-03-07 16:51:00
776,checkout_progress_indicator,776,treatment,checkout,2026-03-03 05:06:00
777,checkout_progress_indicator,777,treatment,checkout,2026-03-11 09:11:00
778,checkout_progress_indicator,778,treatment,checkout,2026-03-12 19:10:00
779,checkout_progress_indicator,779,control,checkout,2026-03-14 10:49:00
780,checkout_progress_indicator,780,treatment,checkout,2026-03-02 04:30:00
781,checkout_progress_indicator,781,treatment,checkout,2026-03-02 15:31:00
782,checkout_progress_indicator,782,control,checkout,2026-03-14 12:44:00
783,checkout_progress_indicator,783,treatment,checkout,2026-03-12 21:00:00
784,checkout_progress_indicator,784,control,checkout,2026-03-09 05:44:00
785,checkout_progress_indicator,785,control,checkout,2026-03-05 12:02:00
786,checkout_progress_indicator,786,control,checkout,2026-03-08 05:57:00
787,checkout_progress_indicator,787,treatment,checkout,2026-03-08 11:58:00
788,checkout_progress_indicator,788,treatment,checkout,2026-03-12 20:42:00
789,checkout_progress_indicator,789,control,checkout,2026-03-08 09:52:00
790,checkout_progress_indicator,790,treatment,checkout,2026-03-01 09:15:00
791,checkout_progress_indicator,791,control,checkout,2026-03-10 19:03:00
792,checkout_progress_indicator,792,control,checkout,2026-03-11 21:07:00
793,checkout_progress_indicator,793,treatment,checkout,2026-03-05 04:09:00
794,checkout_progress_indicator,794,treatment,checkout,2026-03-02 15:10:00
795,checkout_progress_indicator,795,treatment,checkout,2026-03-02 23:46:00
796,checkout_progress_indicator,796,treatment,checkout,2026-03-12 18:30:00
797,checkout_progress_indicator,797,treatment,checkout,2026-03-07 06:22:00
798,checkout_progress_indicator,798,control,checkout,2026-03-08 09:48:00
799,checkout_progress_indicator,799,control,checkout,2026-03-14 10:46:00
